"order_id","order_date","ship_date","ship_mode","customer_id","customer_name","segment","country","city","state","postal_code","region","product_id","category","Product_name","sales","quantity","discount","profit"
CA-2014-143336,"2014-08-27","2014-09-01",Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,"94109",West,OFF-BI-10002215,Office Supplies,Binders,22.7200,4,0.20,7.3840
CA-2016-137330,"2016-12-09","2016-12-13",Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,"68025",Central,OFF-AR-10000246,Office Supplies,Art,19.4600,7,0.00,5.0596
CA-2016-137330,"2016-12-09","2016-12-13",Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,"68025",Central,OFF-AP-10001492,Office Supplies,Appliances,60.3400,7,0.00,15.6884
US-2017-156909,"2017-07-16","2017-07-18",Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,"19140",East,FUR-CH-10002774,Furniture,Chairs,71.3720,2,0.30,-1.0196
CA-2015-106320,"2015-09-25","2015-09-30",Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,"84057",West,FUR-TA-10000577,Furniture,Tables,1044.6300,3,0.00,240.2649
CA-2016-121755,"2016-01-16","2016-01-20",Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,"90049",West,OFF-BI-10001634,Office Supplies,Binders,11.6480,2,0.20,4.2224
CA-2016-121755,"2016-01-16","2016-01-20",Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,"90049",West,TEC-AC-10003027,Technology,Accessories,90.5700,3,0.00,11.7741
US-2015-150630,"2015-09-17","2015-09-21",Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,"19140",East,FUR-BO-10004834,Furniture,Bookcases,3083.4300,7,0.50,-1665.0522
US-2015-150630,"2015-09-17","2015-09-21",Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,"19140",East,OFF-BI-10000474,Office Supplies,Binders,9.6180,2,0.70,-7.0532
US-2015-150630,"2015-09-17","2015-09-21",Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,"19140",East,FUR-FU-10004848,Furniture,Furnishings,124.2000,3,0.20,15.5250
US-2015-150630,"2015-09-17","2015-09-21",Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,"19140",East,OFF-EN-10001509,Office Supplies,Envelopes,3.2640,2,0.20,1.1016
US-2015-150630,"2015-09-17","2015-09-21",Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,"19140",East,OFF-AR-10004042,Office Supplies,Art,86.3040,6,0.20,9.7092
US-2015-150630,"2015-09-17","2015-09-21",Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,"19140",East,OFF-BI-10001525,Office Supplies,Binders,6.8580,6,0.70,-5.7150
US-2015-150630,"2015-09-17","2015-09-21",Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,"19140",East,OFF-AR-10001683,Office Supplies,Art,15.7600,2,0.20,3.5460
CA-2017-107727,"2017-10-19","2017-10-23",Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,"77095",Central,OFF-PA-10000249,Office Supplies,Paper,29.4720,3,0.20,9.9468
CA-2016-117590,"2016-12-08","2016-12-10",First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,"75080",Central,TEC-PH-10004977,Technology,Phones,1097.5440,7,0.20,123.4737
CA-2016-117590,"2016-12-08","2016-12-10",First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,"75080",Central,FUR-FU-10003664,Furniture,Furnishings,190.9200,5,0.60,-147.9630
CA-2015-117415,"2015-12-27","2015-12-31",Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,"77041",Central,OFF-EN-10002986,Office Supplies,Envelopes,113.3280,9,0.20,35.4150
CA-2015-117415,"2015-12-27","2015-12-31",Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,"77041",Central,FUR-BO-10002545,Furniture,Bookcases,532.3992,3,0.32,-46.9764
CA-2015-117415,"2015-12-27","2015-12-31",Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,"77041",Central,FUR-CH-10004218,Furniture,Chairs,212.0580,3,0.30,-15.1470
CA-2015-117415,"2015-12-27","2015-12-31",Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,"77041",Central,TEC-PH-10000486,Technology,Phones,371.1680,4,0.20,41.7564
CA-2017-120999,"2017-09-10","2017-09-15",Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,"60540",Central,TEC-PH-10004093,Technology,Phones,147.1680,4,0.20,16.5564
CA-2016-101343,"2016-07-17","2016-07-22",Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,"90049",West,OFF-ST-10003479,Office Supplies,Storage,77.8800,2,0.00,3.8940
CA-2017-139619,"2017-09-19","2017-09-23",Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,"32935",South,OFF-ST-10003282,Office Supplies,Storage,95.6160,2,0.20,9.5616
CA-2016-118255,"2016-03-11","2016-03-13",First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,"55122",Central,TEC-AC-10000171,Technology,Accessories,45.9800,2,0.00,19.7714
CA-2016-118255,"2016-03-11","2016-03-13",First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,"55122",Central,OFF-BI-10003291,Office Supplies,Binders,17.4600,2,0.00,8.2062
CA-2014-146703,"2014-10-20","2014-10-25",Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,"48185",Central,OFF-ST-10001713,Office Supplies,Storage,211.9600,4,0.00,8.4784
CA-2016-169194,"2016-06-20","2016-06-25",Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,"19901",East,TEC-AC-10002167,Technology,Accessories,45.0000,3,0.00,4.9500
CA-2016-169194,"2016-06-20","2016-06-25",Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,"19901",East,TEC-PH-10003988,Technology,Phones,21.8000,2,0.00,6.1040
CA-2015-115742,"2015-04-18","2015-04-22",Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,"47150",Central,OFF-BI-10004410,Office Supplies,Binders,38.2200,6,0.00,17.9634
CA-2015-115742,"2015-04-18","2015-04-22",Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,"47150",Central,OFF-LA-10002762,Office Supplies,Labels,75.1800,6,0.00,35.3346
CA-2015-115742,"2015-04-18","2015-04-22",Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,"47150",Central,FUR-FU-10001706,Furniture,Furnishings,6.1600,2,0.00,2.9568
CA-2015-115742,"2015-04-18","2015-04-22",Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,"47150",Central,FUR-CH-10003061,Furniture,Chairs,89.9900,1,0.00,17.0981
CA-2016-105816,"2016-12-11","2016-12-17",Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,"10024",East,OFF-FA-10000304,Office Supplies,Fasteners,15.2600,7,0.00,6.2566
CA-2016-105816,"2016-12-11","2016-12-17",Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,"10024",East,TEC-PH-10002447,Technology,Phones,1029.9500,5,0.00,298.6855
CA-2016-111682,"2016-06-17","2016-06-18",First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,"12180",East,OFF-ST-10000604,Office Supplies,Storage,208.5600,6,0.00,52.1400
CA-2016-111682,"2016-06-17","2016-06-18",First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,"12180",East,OFF-PA-10001569,Office Supplies,Paper,32.4000,5,0.00,15.5520
CA-2016-111682,"2016-06-17","2016-06-18",First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,"12180",East,FUR-CH-10003968,Furniture,Chairs,319.4100,5,0.10,7.0980
CA-2016-111682,"2016-06-17","2016-06-18",First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,"12180",East,OFF-PA-10000587,Office Supplies,Paper,14.5600,2,0.00,6.9888
CA-2016-111682,"2016-06-17","2016-06-18",First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,"12180",East,TEC-AC-10002167,Technology,Accessories,30.0000,2,0.00,3.3000
CA-2016-111682,"2016-06-17","2016-06-18",First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,"12180",East,OFF-BI-10001460,Office Supplies,Binders,48.4800,4,0.20,16.3620
CA-2016-111682,"2016-06-17","2016-06-18",First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,"12180",East,OFF-AR-10001868,Office Supplies,Art,1.6800,1,0.00,0.8400
CA-2015-135545,"2015-11-24","2015-11-30",Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,"90004",West,TEC-AC-10004633,Technology,Accessories,13.9800,2,0.00,6.1512
CA-2015-135545,"2015-11-24","2015-11-30",Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,"90004",West,OFF-BI-10001078,Office Supplies,Binders,25.8240,6,0.20,9.3612
CA-2015-135545,"2015-11-24","2015-11-30",Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,"90004",West,OFF-PA-10003892,Office Supplies,Paper,146.7300,3,0.00,68.9631
CA-2015-135545,"2015-11-24","2015-11-30",Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,"90004",West,FUR-FU-10000397,Furniture,Furnishings,79.7600,4,0.00,22.3328
US-2015-164175,"2015-04-30","2015-05-05",Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,"60610",Central,FUR-CH-10001146,Furniture,Chairs,213.1150,5,0.30,-15.2225
CA-2014-106376,"2014-12-05","2014-12-10",Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,"85234",West,OFF-AR-10002671,Office Supplies,Art,1113.0240,8,0.20,111.3024
CA-2014-106376,"2014-12-05","2014-12-10",Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,"85234",West,TEC-PH-10002726,Technology,Phones,167.9680,4,0.20,62.9880
CA-2016-119823,"2016-06-04","2016-06-06",First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,"22153",South,OFF-PA-10000482,Office Supplies,Paper,75.8800,2,0.00,35.6636
CA-2016-106075,"2016-09-18","2016-09-23",Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,"10009",East,OFF-BI-10004654,Office Supplies,Binders,4.6160,1,0.20,1.7310
CA-2017-114440,"2017-09-14","2017-09-17",Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,"49201",Central,OFF-PA-10004675,Office Supplies,Paper,19.0500,3,0.00,8.7630
US-2015-134026,"2015-04-26","2015-05-02",Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,"38109",South,FUR-CH-10000513,Furniture,Chairs,831.9360,8,0.20,-114.3912
US-2015-134026,"2015-04-26","2015-05-02",Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,"38109",South,FUR-FU-10003708,Furniture,Furnishings,97.0400,2,0.20,1.2130
US-2015-134026,"2015-04-26","2015-05-02",Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,"38109",South,OFF-ST-10004123,Office Supplies,Storage,72.7840,1,0.20,-18.1960
US-2017-118038,"2017-12-09","2017-12-11",First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,"77041",Central,OFF-BI-10004182,Office Supplies,Binders,1.2480,3,0.80,-1.9344
US-2017-118038,"2017-12-09","2017-12-11",First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,"77041",Central,FUR-FU-10000260,Furniture,Furnishings,9.7080,3,0.60,-5.8248
US-2017-118038,"2017-12-09","2017-12-11",First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,"77041",Central,OFF-ST-10000615,Office Supplies,Storage,27.2400,3,0.20,2.7240
US-2014-147606,"2014-11-26","2014-12-01",Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,"77070",Central,FUR-FU-10003194,Furniture,Furnishings,19.3000,5,0.60,-14.4750
CA-2016-127208,"2016-06-12","2016-06-15",First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,"35601",South,OFF-AP-10002118,Office Supplies,Appliances,208.1600,1,0.00,56.2032
CA-2016-127208,"2016-06-12","2016-06-15",First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,"35601",South,OFF-BI-10002309,Office Supplies,Binders,16.7400,3,0.00,8.0352
CA-2014-139451,"2014-10-12","2014-10-16",Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,"94122",West,OFF-AR-10002053,Office Supplies,Art,14.9000,5,0.00,4.1720
CA-2014-139451,"2014-10-12","2014-10-16",Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,"94122",West,OFF-ST-10002370,Office Supplies,Storage,21.3900,1,0.00,6.2031
CA-2015-149734,"2015-09-03","2015-09-08",Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,"27707",South,OFF-EN-10000927,Office Supplies,Envelopes,200.9840,7,0.20,62.8075
US-2017-119662,"2017-11-13","2017-11-16",First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,"60623",Central,OFF-ST-10003656,Office Supplies,Storage,230.3760,3,0.20,-48.9549
CA-2017-140088,"2017-05-28","2017-05-30",Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,"29203",South,FUR-CH-10000863,Furniture,Chairs,301.9600,2,0.00,33.2156
CA-2017-155558,"2017-10-26","2017-11-02",Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,"55901",Central,TEC-AC-10001998,Technology,Accessories,19.9900,1,0.00,6.7966
CA-2017-155558,"2017-10-26","2017-11-02",Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,"55901",Central,OFF-LA-10000134,Office Supplies,Labels,6.1600,2,0.00,2.9568
CA-2016-159695,"2016-04-05","2016-04-10",Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,"77095",Central,OFF-ST-10003442,Office Supplies,Storage,158.3680,7,0.20,13.8572
CA-2016-109806,"2016-09-17","2016-09-22",Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,"90036",West,OFF-AR-10004930,Office Supplies,Art,20.1000,3,0.00,6.6330
CA-2016-109806,"2016-09-17","2016-09-22",Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,"90036",West,TEC-PH-10004093,Technology,Phones,73.5840,2,0.20,8.2782
CA-2016-109806,"2016-09-17","2016-09-22",Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,"90036",West,OFF-PA-10000304,Office Supplies,Paper,6.4800,1,0.00,3.1104
CA-2015-149587,"2015-01-31","2015-02-05",Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,"55407",Central,OFF-PA-10003177,Office Supplies,Paper,12.9600,2,0.00,6.2208
CA-2015-149587,"2015-01-31","2015-02-05",Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,"55407",Central,FUR-FU-10003799,Furniture,Furnishings,53.3400,3,0.00,16.5354
CA-2015-149587,"2015-01-31","2015-02-05",Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,"55407",Central,OFF-BI-10002852,Office Supplies,Binders,32.9600,2,0.00,16.1504
US-2017-109484,"2017-11-06","2017-11-12",Standard Class,RB-19705,Roger Barcio,Home Office,United States,Portland,Oregon,"97206",West,OFF-BI-10004738,Office Supplies,Binders,5.6820,1,0.70,-3.7880
CA-2017-161018,"2017-11-09","2017-11-11",Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,"10009",East,FUR-FU-10000629,Furniture,Furnishings,96.5300,7,0.00,40.5426
CA-2017-157833,"2017-06-17","2017-06-20",First Class,KD-16345,Katherine Ducich,Consumer,United States,San Francisco,California,"94122",West,OFF-BI-10001721,Office Supplies,Binders,51.3120,3,0.20,17.9592
CA-2016-149223,"2016-09-06","2016-09-11",Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,"55106",Central,OFF-AP-10000358,Office Supplies,Appliances,77.8800,6,0.00,22.5852
CA-2016-158568,"2016-08-29","2016-09-02",Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,"60610",Central,OFF-PA-10003256,Office Supplies,Paper,64.6240,7,0.20,22.6184
CA-2016-158568,"2016-08-29","2016-09-02",Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,"60610",Central,TEC-AC-10001767,Technology,Accessories,95.9760,3,0.20,-10.7973
CA-2016-158568,"2016-08-29","2016-09-02",Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,"60610",Central,OFF-BI-10002609,Office Supplies,Binders,1.7880,3,0.80,-3.0396
CA-2016-129903,"2016-12-01","2016-12-04",Second Class,GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,"55901",Central,OFF-PA-10004040,Office Supplies,Paper,23.9200,4,0.00,11.7208
US-2015-156867,"2015-11-13","2015-11-17",Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,"80013",West,TEC-AC-10001552,Technology,Accessories,238.8960,6,0.20,-26.8758
US-2015-156867,"2015-11-13","2015-11-17",Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,"80013",West,FUR-FU-10004006,Furniture,Furnishings,102.3600,3,0.20,-3.8385
US-2015-156867,"2015-11-13","2015-11-17",Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,"80013",West,OFF-BI-10002794,Office Supplies,Binders,36.8820,3,0.70,-25.8174
CA-2017-119004,"2017-11-23","2017-11-28",Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,"28205",South,TEC-AC-10003499,Technology,Accessories,74.1120,8,0.20,17.6016
CA-2017-119004,"2017-11-23","2017-11-28",Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,"28205",South,TEC-PH-10002844,Technology,Phones,27.9920,1,0.20,2.0994
CA-2017-119004,"2017-11-23","2017-11-28",Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,"28205",South,OFF-AR-10000390,Office Supplies,Art,3.3040,1,0.20,1.0738
CA-2015-129476,"2015-10-15","2015-10-20",Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,"60462",Central,TEC-AC-10000844,Technology,Accessories,339.9600,5,0.20,67.9920
CA-2017-146780,"2017-12-25","2017-12-30",Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,"10035",East,FUR-FU-10001934,Furniture,Furnishings,41.9600,2,0.00,10.9096
CA-2016-128867,"2016-11-03","2016-11-10",Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,"50322",Central,OFF-AR-10000380,Office Supplies,Art,75.9600,2,0.00,22.7880
CA-2016-128867,"2016-11-03","2016-11-10",Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,"50322",Central,OFF-BI-10003981,Office Supplies,Binders,27.2400,6,0.00,13.3476
CA-2014-115259,"2014-08-25","2014-08-27",Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,"43229",East,OFF-FA-10000621,Office Supplies,Fasteners,40.0960,14,0.20,14.5348
CA-2014-115259,"2014-08-25","2014-08-27",Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,"43229",East,OFF-EN-10002600,Office Supplies,Envelopes,4.7200,2,0.20,1.6520
CA-2014-115259,"2014-08-25","2014-08-27",Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,"43229",East,OFF-PA-10004965,Office Supplies,Paper,23.9760,3,0.20,7.4925
CA-2014-115259,"2014-08-25","2014-08-27",Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,"43229",East,OFF-EN-10002504,Office Supplies,Envelopes,130.4640,6,0.20,44.0316
CA-2015-110457,"2015-03-02","2015-03-06",Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,"98103",West,FUR-TA-10001768,Furniture,Tables,787.5300,3,0.00,165.3813
US-2015-136476,"2015-04-05","2015-04-10",Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,"37620",South,OFF-BI-10003650,Office Supplies,Binders,157.7940,1,0.70,-115.7156
CA-2016-103730,"2016-06-12","2016-06-15",First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,"19805",East,FUR-FU-10002157,Furniture,Furnishings,47.0400,3,0.00,18.3456
CA-2016-103730,"2016-06-12","2016-06-15",First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,"19805",East,OFF-BI-10003910,Office Supplies,Binders,30.8400,4,0.00,13.8780
CA-2016-103730,"2016-06-12","2016-06-15",First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,"19805",East,OFF-ST-10000777,Office Supplies,Storage,226.5600,6,0.00,63.4368
CA-2016-103730,"2016-06-12","2016-06-15",First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,"19805",East,OFF-EN-10002500,Office Supplies,Envelopes,115.0200,9,0.00,51.7590
CA-2016-103730,"2016-06-12","2016-06-15",First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,"19805",East,TEC-PH-10003875,Technology,Phones,68.0400,7,0.00,19.7316
US-2014-152030,"2014-12-26","2014-12-28",Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,"77041",Central,FUR-CH-10004063,Furniture,Chairs,600.5580,3,0.30,-8.5794
US-2014-134614,"2014-09-20","2014-09-25",Standard Class,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,"61701",Central,FUR-TA-10004534,Furniture,Tables,617.7000,6,0.50,-407.6820
US-2017-107272,"2017-11-05","2017-11-12",Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,"85023",West,OFF-BI-10003274,Office Supplies,Binders,2.3880,2,0.70,-1.8308
US-2017-107272,"2017-11-05","2017-11-12",Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,"85023",West,OFF-ST-10002974,Office Supplies,Storage,243.9920,7,0.20,30.4990
US-2016-125969,"2016-11-06","2016-11-10",Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,"90004",West,FUR-CH-10001146,Furniture,Chairs,81.4240,2,0.20,-9.1602
US-2016-125969,"2016-11-06","2016-11-10",Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,"90004",West,FUR-FU-10003773,Furniture,Furnishings,238.5600,3,0.00,26.2416
